game_id,game_date,away,home,home_win,state_policy,performance_cutoff,elo_diff,elo_probability_raw,bt_logit,trend_diff,record_logit_diff,cumulative_margin_diff,recent_margin_diff,turnover_advantage_diff,rebound_advantage_diff,foul_advantage_diff,rest_advantage,home_rest_days,away_rest_days,back_to_back_advantage,games_in_4_days_advantage,games_in_6_days_advantage,home_games_before,away_games_before
0022500228,2025-11-15,MEM,CLE,1,sequential_daily,2025-11-14,0.4708099844926295,0.7472653184779479,0.7860090912227342,2.277583134752291,0.7731898882334818,11.846153846153847,12.622416865247708,3.6153846153846154,1.5384615384615388,1.2307692307692308,-1.0,2.0,3.0,0.0,-1.0,-1.0,13.0,13.0
0022500229,2025-11-15,OKC,CHA,0,sequential_daily,2025-11-14,-0.21533759865615765,0.378520393786085,-0.4006892260779809,-3.1202838833266977,-1.5686159179138448,-18.03846153846154,-19.179716116673305,-9.544871794871796,10.865384615384615,-0.17307692307692313,-2.0,1.0,3.0,-1.0,-1.0,-1.0,12.0,13.0
0022500230,2025-11-15,TOR,IND,0,sequential_daily,2025-11-14,-0.17350067305383504,0.4014324609523013,-0.2977543853100653,2.1356243090815137,-1.299282984130261,-17.916666666666664,-19.135624309081514,-2.1666666666666665,1.8333333333333335,2.25,0.0,2.0,2.0,0.0,0.0,0.0,12.0,12.0
0022500231,2025-11-15,LAL,MIL,0,sequential_daily,2025-11-14,0.13682357671505088,0.5781169224871171,0.18042132822686624,0.5148166498439115,-0.1978257433299201,1.3076923076923075,1.2851833501560885,0.8461538461538463,-10.615384615384615,-6.076923076923077,0.0,1.0,1.0,0.0,0.0,0.0,13.0,13.0
0022500232,2025-11-15,DEN,MIN,0,sequential_daily,2025-11-14,0.10067084002561956,0.557692692866237,0.20741699697036498,-0.03150393642240168,-0.3677247801253177,-7.196969696969696,-6.468496063577598,0.44696969696969696,-7.787878787878787,-2.3181818181818183,-2.0,1.0,3.0,-1.0,0.0,0.0,12.0,11.0
0022500233,2025-11-16,LAC,BOS,1,sequential_daily,2025-11-15,0.33467809882252597,0.6836560353042829,0.501248312247796,4.104515490136692,0.3101549283038393,9.60897435897436,10.195484509863308,6.134615384615385,0.1282051282051282,-3.5769230769230766,2.0,4.0,2.0,0.0,1.0,0.0,13.0,12.0
0022500234,2025-11-16,SAC,SAS,1,sequential_daily,2025-11-15,0.5354680268019582,0.7743363452341095,0.7997078944503986,-0.1520332411544727,1.0986122886681096,17.474358974358974,17.552033241154472,-1.8782051282051282,13.416666666666668,1.217948717948718,0.0,2.0,2.0,0.0,0.0,1.0,12.0,13.0
0022500235,2025-11-16,BKN,WAS,0,sequential_daily,2025-11-15,0.1851738458529536,0.605008565774199,0.31905828440725903,-2.321593520792984,0.0,-1.833333333333334,-2.178406479207018,-4.25,3.833333333333334,-5.0,2.0,4.0,2.0,0.0,1.0,1.0,12.0,12.0
0022500236,2025-11-16,ORL,HOU,1,sequential_daily,2025-11-15,0.32767247138170374,0.6801570749463501,0.5526563780443934,-0.3123027844916342,0.44368632092836185,10.258741258741258,10.112302784491634,0.2377622377622377,7.580419580419581,0.6153846153846154,0.0,2.0,2.0,0.0,0.0,0.0,11.0,13.0
0022500237,2025-11-16,GSW,NOP,0,sequential_daily,2025-11-15,-0.07493702982224022,0.45696948782652513,-0.21396685049530761,-1.211706053018566,-1.029619417181158,-13.416666666666666,-13.088293946981434,-0.1904761904761905,-2.0595238095238098,2.0952380952380953,0.0,2.0,2.0,0.0,0.0,1.0,12.0,14.0
0022500238,2025-11-16,POR,DAL,1,sequential_daily,2025-11-15,-0.028300727113719972,0.4837145544504233,-0.15039494854145063,2.1293625626601322,-0.6931471805599454,-6.288461538461538,-5.429362562660132,-2.7564102564102564,-1.3653846153846154,1.9294871794871795,0.0,2.0,2.0,0.0,0.0,0.0,13.0,12.0
0022500239,2025-11-16,ATL,PHX,0,sequential_daily,2025-11-15,0.19641563898092215,0.6111773192235582,0.23576239199243926,1.235755705783471,0.0,1.2307692307692308,1.5642442942165298,-1.8461538461538463,4.3076923076923075,-2.5384615384615383,0.0,3.0,3.0,0.0,0.0,0.0,13.0,13.0
0022500240,2025-11-16,CHI,UTA,1,sequential_daily,2025-11-15,0.06981189171097014,0.5401006428668261,0.015610455854795702,-2.9536241826171405,-0.5108256237659904,-5.1439393939393945,-4.846375817382859,-0.3939393939393936,2.18939393939394,1.3409090909090908,-1.0,3.0,4.0,0.0,-1.0,-1.0,12.0,11.0
0022500241,2025-11-17,MIL,CLE,1,sequential_daily,2025-11-16,0.29942470120584574,0.6658447552404095,0.4681946559764418,0.9606725272341046,0.1854032233313631,4.571428571428571,5.339327472765896,2.714285714285714,7.0,4.214285714285714,0.0,2.0,2.0,0.0,1.0,0.0,14.0,14.0
0022500242,2025-11-17,IND,DET,1,sequential_daily,2025-11-16,0.651632394969136,0.8176399481385617,1.2854099394106386,0.9309882359568764,2.079441541679836,20.46153846153846,21.569011764043125,2.4615384615384612,5.384615384615385,0.6923076923076923,1.0,3.0,2.0,0.0,0.0,0.0,13.0,13.0
0022500243,2025-11-17,LAC,PHI,1,sequential_daily,2025-11-16,0.3836201541526225,0.7075093300706892,0.6996450385237856,2.9314064493760745,0.6861785112438523,7.435897435897436,7.268593550623926,1.814102564102564,3.435897435897436,0.7243589743589745,2.0,3.0,1.0,1.0,1.0,2.0,12.0,13.0
0022500244,2025-11-17,NYK,MIA,1,sequential_daily,2025-11-16,0.13850992517396152,0.5790636795167284,0.2596763331937287,-1.2013398693616053,-0.3101549283038393,-3.6794871794871793,-4.698660130638395,-1.6923076923076923,-9.916666666666668,0.5448717948717949,0.0,3.0,3.0,0.0,0.0,0.0,13.0,12.0
0022500245,2025-11-17,CHA,TOR,1,sequential_daily,2025-11-16,0.4524817340703362,0.7392121462188042,0.791893731976465,4.904074210803403,0.7731898882334818,8.153846153846153,9.395925789196598,6.0,-11.076923076923077,-4.230769230769231,0.0,2.0,2.0,0.0,1.0,1.0,13.0,13.0
0022500246,2025-11-17,DAL,MIN,1,sequential_daily,2025-11-16,0.46039039056675335,0.7427073714653938,0.8467081638823293,0.5735535043471343,0.8472978603872034,10.56043956043956,10.726446495652866,2.076923076923077,-0.7307692307692308,-3.3516483516483513,1.0,2.0,1.0,1.0,0.0,1.0,13.0,14.0
0022500247,2025-11-17,OKC,NOP,0,sequential_daily,2025-11-16,-0.398181868334438,0.2856006457167071,-0.6725956472259831,-2.2835192094748553,-2.1400661634962708,-28.664835164835168,-29.216480790525143,-4.989010989010989,-4.434065934065933,0.18681318681318682,-1.0,1.0,2.0,-1.0,-1.0,-1.0,13.0,14.0
0022500248,2025-11-17,CHI,DEN,0,sequential_daily,2025-11-16,0.4536814004053031,0.7397443101786062,0.6895644497089126,1.9167168117304954,0.8472978603872034,13.666666666666666,14.483283188269503,3.333333333333333,2.75,2.25,1.0,2.0,1.0,1.0,0.0,0.0,12.0,12.0
0022500249,2025-11-18,GSW,ORL,1,sequential_daily,2025-11-17,0.1422043902633078,0.5811358017222991,0.18407935101269737,4.634824386286889,-0.2623642644674909,-0.16666666666666674,0.1651756137131115,-1.4047619047619047,5.7,3.6190476190476186,0.0,2.0,2.0,0.0,0.0,0.0,14.0,15.0
0022500250,2025-11-18,BOS,BKN,0,sequential_daily,2025-11-17,-0.07213822915133164,0.4585691123025425,-0.07500720830435575,-0.39535506971213596,-0.9162907318741551,-16.032967032967033,-15.704644930287863,-5.71978021978022,-7.0164835164835155,4.159340659340659,0.0,2.0,2.0,0.0,0.0,-1.0,13.0,14.0
0022500251,2025-11-18,DET,ATL,0,sequential_daily,2025-11-17,0.10707061508779304,0.5613244981096405,0.14660190516370994,0.6956012757083068,-0.6131044728864088,-3.0714285714285716,-2.6956012757083068,-0.35714285714285676,-7.142857142857142,1.1428571428571428,1.0,2.0,1.0,1.0,0.0,0.0,14.0,14.0
0022500252,2025-11-18,MEM,SAS,1,sequential_daily,2025-11-17,0.5154405975111882,0.7661764699827206,0.8598177435135468,-1.006255932927481,1.0451236037171234,14.62087912087912,14.60625593292748,-1.9670329670329672,10.384615384615385,0.2692307692307693,-1.0,2.0,3.0,0.0,0.0,-1.0,13.0,14.0
0022500253,2025-11-18,UTA,LAL,1,sequential_daily,2025-11-17,0.43389149431952034,0.7308761007106966,0.8648725673305735,4.104368101997959,0.8472978603872036,6.626373626373626,6.99563189800204,2.197802197802198,-1.6923076923076925,1.9175824175824179,1.0,3.0,2.0,0.0,0.0,0.0,14.0,13.0
0022500254,2025-11-18,PHX,POR,0,sequential_daily,2025-11-17,0.08599854032320935,0.54934360807821,0.3287050735258116,-6.0507082353152395,-0.27763173659827944,-5.043956043956044,-6.749291764684759,0.6428571428571428,-1.7307692307692308,1.7252747252747254,0.0,2.0,2.0,0.0,0.0,0.0,13.0,14.0
0022500255,2025-11-19,HOU,CLE,0,sequential_daily,2025-11-18,0.1192743576776985,0.5682315041304626,0.2700168635212709,-1.0448153431254896,-0.17720645612718422,-6.766666666666667,-6.655184656874511,4.45,-12.316666666666666,-1.5333333333333332,-1.0,2.0,3.0,0.0,0.0,0.0,15.0,12.0
0022500256,2025-11-19,CHA,IND,1,sequential_daily,2025-11-18,0.02340663230967209,0.5134706800660921,0.07079763339918488,0.7444419694743765,-0.6641596436866931,-11.285714285714285,-11.444441969474378,3.0714285714285716,-10.571428571428571,-3.2142857142857144,0.0,2.0,2.0,0.0,0.0,1.0,14.0,14.0
0022500257,2025-11-19,GSW,MIA,1,sequential_daily,2025-11-18,0.16934798880678897,0.5962678111763247,0.31766693625562864,-3.356480415668661,0.015267472130788329,2.0089285714285716,1.4564804156686613,0.4375,-2.25,1.3392857142857142,1.0,2.0,1.0,1.0,1.0,1.0,14.0,16.0
0022500258,2025-11-19,TOR,PHI,0,sequential_daily,2025-11-18,0.10543068835185125,0.5603944667847429,0.265495263863306,-3.3012761912879407,-0.08004270767353666,-2.027472527472528,-2.8987238087120595,-2.2362637362637363,4.456043956043956,3.340659340659341,0.0,2.0,2.0,0.0,0.0,0.0,13.0,14.0
0022500259,2025-11-19,WAS,MIN,1,sequential_daily,2025-11-18,0.626182902877099,0.8087393341955279,1.0630416849802975,5.680646643752126,1.5308755899309983,22.90659340659341,24.119353356247874,4.824175824175824,6.379120879120879,4.461538461538462,-1.0,2.0,3.0,0.0,0.0,-2.0,14.0,13.0
0022500260,2025-11-19,DEN,NOP,0,sequential_daily,2025-11-18,-0.3125411842162993,0.32746947157159045,-0.4579618506398484,1.395342729836461,-1.6739764335716716,-25.494505494505496,-25.39534272983646,0.08791208791208793,-11.675824175824175,-1.1593406593406594,0.0,2.0,2.0,0.0,-1.0,-1.0,14.0,13.0
0022500261,2025-11-19,SAC,OKC,1,sequential_daily,2025-11-18,0.7901929104227583,0.8605044896348452,1.2617986298919117,5.679276127569423,2.043073897508961,26.895238095238096,28.220723872430575,4.423809523809523,5.938095238095237,2.0904761904761906,-1.0,2.0,3.0,0.0,0.0,0.0,15.0,14.0
0022500262,2025-11-19,NYK,DAL,0,sequential_daily,2025-11-18,-0.07834173336187575,0.4550247649564203,-0.1652907863996863,-0.48913178891137044,-0.9162907318741551,-13.087179487179487,-13.11086821108863,-3.6820512820512823,-7.38974358974359,2.246153846153846,0.0,2.0,2.0,0.0,-1.0,-1.0,15.0,13.0
0022500263,2025-11-19,CHI,POR,0,sequential_daily,2025-11-18,0.12632291903263707,0.57220893135431,0.17856376030318433,-0.5796468037575573,-0.27763173659827955,-1.554945054945055,-1.8203531962424426,4.247252747252747,-4.4945054945054945,0.521978021978022,-1.0,1.0,2.0,-1.0,0.0,-1.0,14.0,13.0
0022500264,2025-11-20,LAC,ORL,1,sequential_daily,2025-11-19,0.39142567533897304,0.711214715859969,0.6734542406136936,5.935609398543314,0.6466271649250522,6.504761904761905,7.064390601456686,1.4095238095238094,6.428571428571429,2.642857142857143,-1.0,2.0,3.0,0.0,0.0,0.0,15.0,14.0
0022500265,2025-11-20,SAC,MEM,1,sequential_daily,2025-11-19,0.23081557856054302,0.6298264861143127,0.3547446497533166,-0.04228629634568826,0.1980699137620936,3.533333333333333,3.7422862963456875,-0.4,4.199999999999999,0.9333333333333333,1.0,2.0,1.0,1.0,0.0,0.0,15.0,15.0
0022500266,2025-11-20,PHI,MIL,0,sequential_daily,2025-11-19,0.13246099360467156,0.5756650128508707,0.2591014626158725,-2.2937364324485525,-0.0953101798043247,-2.9190476190476193,-3.1062635675514474,1.1142857142857143,-9.961904761904762,-3.4428571428571426,2.0,3.0,1.0,1.0,1.0,0.0,15.0,14.0
0022500267,2025-11-20,ATL,SAS,1,sequential_daily,2025-11-19,0.2490394203988069,0.6395552798960479,0.3830030479453909,-7.442961833804485,0.29725152346793177,4.128571428571429,3.0429618338044846,-2.738095238095238,9.271428571428572,0.5761904761904763,0.0,2.0,2.0,0.0,0.0,0.0,14.0,15.0
0022500048,2025-11-21,IND,CLE,1,sequential_daily,2025-11-20,0.5509505820215941,0.7805048122823026,1.0481830079478465,3.3180051406093938,1.377926111449374,16.745833333333334,17.081994859390605,3.0375,1.4416666666666669,2.375,0.0,2.0,2.0,0.0,0.0,0.0,16.0,15.0
0022500049,2025-11-21,BKN,BOS,0,sequential_daily,2025-11-20,0.5123060102226736,0.7648809433462082,0.853104951225397,-2.6354051113069996,1.067840630001356,16.84285714285714,16.735405111307,4.504761904761905,7.890476190476191,-4.019047619047619,0.0,3.0,3.0,0.0,0.0,0.0,15.0,14.0
0022500050,2025-11-21,WAS,TOR,1,sequential_daily,2025-11-20,0.7068063425744566,0.8358243713999327,1.185733519425466,7.944164532003097,1.665608183901155,21.21904761904762,22.0558354679969,6.914285714285715,5.5095238095238095,3.5238095238095233,0.0,2.0,2.0,0.0,0.0,0.0,15.0,14.0
0022500051,2025-11-21,MIA,CHI,0,sequential_daily,2025-11-20,0.13804220505637715,0.5788011480262237,0.3366238436289646,0.41078471095638225,-0.0800427076735365,-3.9428571428571426,-4.010784710956382,-4.280952380952381,5.842857142857143,-1.3285714285714287,0.0,2.0,2.0,0.0,0.0,-1.0,14.0,15.0
0022500052,2025-11-21,NOP,DAL,1,sequential_daily,2025-11-20,0.26774171777663125,0.6494216750082384,0.4022363916821484,-0.32836838952994185,0.3483066942682156,6.508333333333333,6.628368389529943,-2.9,1.5666666666666664,0.8666666666666667,0.0,2.0,2.0,0.0,0.0,0.0,16.0,15.0
0022500053,2025-11-21,MIN,PHX,1,sequential_daily,2025-11-20,0.1934814027380179,0.6095705471494911,0.2149474411578864,1.599911325361207,-0.1794684878115485,-1.2666666666666666,-0.8999113253612059,-0.2666666666666666,1.8,-3.1333333333333333,1.0,3.0,2.0,0.0,0.0,0.0,15.0,15.0
0022500054,2025-11-21,DEN,HOU,0,sequential_daily,2025-11-20,0.17938062369744956,0.6018163856561306,0.3449454615196561,2.442617117082907,-0.06899287148695132,-0.18681318681318615,0.15738288291709246,-1.0604395604395607,6.857142857142857,0.1483516483516485,0.0,2.0,2.0,0.0,0.0,0.0,13.0,14.0
0022500055,2025-11-21,OKC,UTA,0,sequential_daily,2025-11-20,-0.2971250710047013,0.3353344122334336,-0.47589046503948,-7.148791352236085,-1.702725846857657,-20.80357142857143,-21.651208647763916,-7.517857142857142,3.794642857142857,-1.3303571428571428,1.0,3.0,2.0,0.0,0.0,0.0,14.0,16.0
0022500056,2025-11-21,POR,GSW,0,sequential_daily,2025-11-20,0.28149383563196523,0.656596494529943,0.5343586705878485,1.7362970439529017,0.34240697214102767,1.9098039215686275,2.363702956047098,-1.203921568627451,-4.3843137254901965,-2.0352941176470587,0.0,2.0,2.0,0.0,0.0,0.0,17.0,15.0
0022500268,2025-11-22,LAC,CHA,0,sequential_daily,2025-11-21,0.19712777095867182,0.6115669163392565,0.2868241329306757,1.155246806562264,0.0,2.5333333333333337,2.4447531934377364,-0.40000000000000036,12.466666666666667,3.2,1.0,3.0,2.0,0.0,0.0,0.0,15.0,15.0
0022500269,2025-11-22,NYK,ORL,1,sequential_daily,2025-11-21,0.19140483614227263,0.6084319899297685,0.21933502112276324,1.7525662273755804,-0.20067069546215144,-2.2946428571428568,-1.5525662273755794,-2.205357142857143,-0.7857142857142856,1.6339285714285714,-1.0,2.0,3.0,0.0,0.0,0.0,16.0,14.0
0022500270,2025-11-22,ATL,NOP,0,sequential_daily,2025-11-21,-0.1795272516064995,0.39810271131341046,-0.39297408868239864,1.0408734268625466,-1.2656663733312759,-14.5625,-14.740873426862546,-0.4375,0.25,1.5,-1.0,1.0,2.0,-1.0,-1.0,-1.0,16.0,16.0
0022500271,2025-11-22,WAS,CHI,1,sequential_daily,2025-11-21,0.5031461774123909,0.7610667580697045,1.010928155626417,-1.8161417990742956,1.3679452224516941,14.666666666666666,14.116141799074295,1.0666666666666664,8.066666666666666,4.3999999999999995,0.0,1.0,1.0,0.0,0.0,-1.0,15.0,15.0
0022500272,2025-11-22,DET,MIL,0,sequential_daily,2025-11-21,-0.09182389663004926,0.4473379521671487,-0.21840897419800248,-5.93747100912964,-1.0414538748281608,-8.358333333333334,-9.562528990870359,-2.158333333333333,-11.158333333333333,-3.004166666666667,-2.0,2.0,4.0,0.0,-1.0,0.0,16.0,15.0
0022500273,2025-11-22,MEM,DAL,0,sequential_daily,2025-11-21,0.16268452381188694,0.5925688142563794,0.1723925093283804,2.734369569678086,-0.06453852113757108,-1.0588235294117645,-1.034369569678086,-3.389705882352941,-2.7279411764705883,0.7536764705882353,-1.0,1.0,2.0,-1.0,-1.0,-1.0,17.0,16.0
0022500274,2025-11-22,SAC,DEN,0,sequential_daily,2025-11-21,0.7408038707248267,0.8462860414388748,1.0992673117256717,3.955730690997733,1.7139817681853704,24.4375,25.24426930900227,-0.5416666666666666,11.2375,2.9291666666666667,-1.0,1.0,2.0,-1.0,0.0,-1.0,15.0,16.0
0022500275,2025-11-23,MIA,PHI,0,sequential_daily,2025-11-22,0.13504092439868315,0.577115473592045,0.20535613290039542,0.6904360239396605,-0.07410797215372211,-3.5458333333333334,-3.99043602393966,-2.1666666666666665,7.054166666666667,0.24583333333333335,1.0,3.0,2.0,0.0,0.0,0.0,15.0,16.0
0022500276,2025-11-23,CHA,ATL,1,sequential_daily,2025-11-22,0.4806202274209784,0.7515075832621292,0.850506960168941,3.5537382163575106,0.9343092373768336,7.2536764705882355,8.546261783642489,4.761029411764706,-13.099264705882353,-2.7720588235294117,0.0,1.0,1.0,0.0,-1.0,-1.0,17.0,16.0
0022500277,2025-11-23,ORL,BOS,1,sequential_daily,2025-11-22,0.10424391412244688,0.5597211612341955,0.12228090186730528,-2.711210669935936,-0.24116205681688824,0.3161764705882355,-0.38878933006406413,3.6323529411764706,-4.389705882352941,-6.0,1.0,2.0,1.0,1.0,1.0,1.0,16.0,17.0
0022500278,2025-11-23,LAC,CLE,1,sequential_daily,2025-11-22,0.4246952139285861,0.7266907098492155,0.7683183313986008,4.881318009976404,0.9162907318741549,9.047794117647058,9.318681990023595,4.672794117647059,1.8088235294117647,1.9191176470588236,1.0,2.0,1.0,1.0,1.0,0.0,17.0,16.0
0022500279,2025-11-23,BKN,TOR,1,sequential_daily,2025-11-22,0.6030879247207719,0.8003784357640767,0.9692035147886018,4.07395195644388,1.3375041969504586,16.833333333333336,16.926048043556122,2.85,6.6,-2.8625,0.0,2.0,2.0,0.0,0.0,0.0,16.0,15.0
0022500280,2025-11-23,POR,OKC,1,sequential_daily,2025-11-22,0.6224931522320759,0.8074217299543196,0.9582327330451675,4.963940001668737,1.553348445783057,17.727941176470587,19.036059998331265,5.161764705882353,-4.507352941176471,1.2463235294117645,0.0,2.0,2.0,0.0,0.0,1.0,17.0,16.0
0022500281,2025-11-23,SAS,PHX,1,sequential_daily,2025-11-22,0.15933022076268855,0.5907027804835613,0.09885151147791782,8.042051010731749,-0.2921364228011611,-2.0666666666666664,-0.6420510107317474,0.7291666666666666,-2.9291666666666663,-4.7,-1.0,2.0,3.0,0.0,0.0,0.0,16.0,15.0
0022500282,2025-11-23,LAL,UTA,0,sequential_daily,2025-11-22,-0.1259139696333949,0.42802158466291,-0.3171663514624812,-3.6381886444463105,-1.0704414117014134,-9.866666666666667,-10.96181135555369,-2.933333333333333,-0.06666666666666687,-3.7333333333333334,-3.0,2.0,5.0,0.0,-1.0,-1.0,15.0,15.0
0022500283,2025-11-24,DET,IND,0,sequential_daily,2025-11-23,-0.3462521111122032,0.310608735169773,-0.7947018920873499,-4.408158212300064,-2.1972245773362196,-19.9375,-20.691841787699936,-3.0625,-5.8125,-1.125,1.0,3.0,2.0,0.0,0.0,-1.0,16.0,16.0
0022500284,2025-11-24,CLE,TOR,1,sequential_daily,2025-11-23,0.2637236875829638,0.6473123746816797,0.348443952865653,2.3261015298995664,0.10536051565782617,1.8725490196078436,2.4738984701004325,0.4836601307189543,-1.8562091503267975,-2.9477124183006533,0.0,1.0,1.0,0.0,0.0,0.0,17.0,18.0
0022500285,2025-11-24,NYK,BKN,0,sequential_daily,2025-11-23,-0.09825637757063191,0.4436791153946707,-0.272585640649688,-1.152569414986388,-1.1496674594683935,-14.979166666666668,-13.947430585013612,-2.9875,-11.091666666666667,0.5416666666666667,-1.0,1.0,2.0,-1.0,-1.0,0.0,16.0,15.0
0022500286,2025-11-24,DAL,MIA,1,sequential_daily,2025-11-23,0.5728738886070647,0.7890304122267187,0.9944605434196445,-1.5971442367920208,1.041453874828161,12.11437908496732,11.997144236792021,3.973856209150327,-0.016339869281045694,-0.7843137254901962,-1.0,1.0,2.0,-1.0,0.0,0.0,17.0,18.0
0022500287,2025-11-24,DEN,MEM,0,sequential_daily,2025-11-23,-0.1904482626240633,0.39209288622910066,-0.2703402455813316,-0.21721542041800745,-1.0986122886681096,-14.352941176470587,-13.382784579581994,1.4117647058823528,-3.6544117647058822,-0.3933823529411764,0.0,2.0,2.0,0.0,1.0,1.0,17.0,16.0
0022500288,2025-11-24,POR,MIL,0,sequential_daily,2025-11-23,0.15426870033123977,0.587882067430557,0.2984199512287886,-1.1851486735526748,0.1611193491433516,0.5882352941176472,0.6851486735526744,0.11764705882352942,-10.294117647058822,-3.8823529411764706,1.0,2.0,1.0,1.0,1.0,1.0,17.0,17.0
0022500289,2025-11-24,CHI,NOP,1,sequential_daily,2025-11-23,-0.11801192544041043,0.43248181827301274,-0.4273244191107228,5.124435007722925,-1.3197335946015516,-10.452205882352942,-9.424435007722924,3.1176470588235294,-3.1875,1.7426470588235294,0.0,2.0,2.0,0.0,0.0,0.0,17.0,16.0
0022500290,2025-11-24,HOU,PHX,0,sequential_daily,2025-11-23,0.13215601478600433,0.5754934642808365,0.13257807854133682,4.08634232387708,-0.15415067982725844,-5.121848739495799,-3.9863423238770803,2.6092436974789917,-9.61344537815126,-5.504201680672269,-2.0,1.0,3.0,-1.0,-1.0,0.0,17.0,14.0
0022500291,2025-11-24,UTA,GSW,1,sequential_daily,2025-11-23,0.35593188999172864,0.6941436677787511,0.5978955083899671,-0.9218664604417048,0.5108256237659907,6.819444444444445,7.121866460441704,3.1319444444444446,-6.895833333333334,-0.7847222222222223,2.0,3.0,1.0,1.0,1.0,0.0,18.0,16.0
0022500292,2025-11-24,MIN,SAC,1,sequential_daily,2025-11-23,-0.18294032256309492,0.3962211054776332,-0.17401642687267277,-8.274448956534911,-1.0902440389975931,-18.415441176470587,-19.82555104346509,-0.8272058823529411,-6.272058823529412,-1.1286764705882353,-1.0,2.0,3.0,0.0,0.0,-1.0,17.0,16.0
0022500057,2025-11-25,ATL,WAS,1,sequential_daily,2025-11-24,-0.26731628144680997,0.35080138701785796,-0.5605227937433089,-3.5430964154043143,-1.6451559950361792,-19.131944444444443,-19.856903584595685,-6.736111111111111,-3.333333333333333,-4.75,1.0,3.0,2.0,0.0,1.0,1.0,16.0,18.0
0022500058,2025-11-25,ORL,PHI,0,sequential_daily,2025-11-24,0.13820518485994568,0.5788926337216024,0.3010335476252932,-6.228888097212819,0.012903404835907906,-1.8333333333333335,-2.9711119027871806,-0.6944444444444444,-2.2777777777777777,-1.4861111111111112,0.0,2.0,2.0,0.0,1.0,1.0,16.0,18.0
0022500059,2025-11-25,LAC,LAL,1,sequential_daily,2025-11-24,0.5061240882946766,0.762311411033003,0.9898283686708453,1.7455331548120525,1.268511325463507,8.036764705882353,8.554466845187948,1.9742647058823528,5.4338235294117645,3.797794117647059,0.0,2.0,2.0,0.0,1.0,2.0,16.0,17.0
0022500060,2025-11-26,DET,BOS,1,sequential_daily,2025-11-25,-0.03376360363332935,0.4805738907967873,-0.24677145384764354,0.07316311367391748,-1.072636802264849,-2.352941176470588,-2.5731631136739175,1.5294117647058827,-5.235294117647059,-4.176470588235294,1.0,3.0,2.0,0.0,0.0,0.0,17.0,17.0
0022500061,2025-11-26,NYK,CHA,0,sequential_daily,2025-11-25,-0.10605448433487026,0.4392517171860031,-0.29062260414576413,-5.734893499554335,-1.0902440389975931,-9.422794117647058,-9.965106500445664,-4.9889705882352935,5.018382352941176,2.536764705882353,1.0,3.0,2.0,0.0,0.0,0.0,17.0,16.0
0022500062,2025-11-26,MIL,MIA,1,sequential_daily,2025-11-25,0.4738255468848024,0.7485744308560969,0.6973335991159659,2.750433195941674,0.624154309072994,8.777777777777779,9.849566804058327,1.2222222222222223,4.111111111111111,4.277777777777778,0.0,2.0,2.0,0.0,-1.0,-1.0,18.0,18.0
0022500063,2025-11-26,IND,TOR,1,sequential_daily,2025-11-25,0.7079353841443282,0.8361807979940165,1.2198664073283467,5.812946394768174,1.7886682766583824,19.297385620915033,20.287053605231826,2.5686274509803924,3.297385620915033,-1.1176470588235294,0.0,2.0,2.0,0.0,-1.0,-1.0,18.0,17.0
0022500064,2025-11-26,MIN,OKC,1,sequential_daily,2025-11-25,0.5126617958250955,0.7650282395230831,0.8677770068533842,-0.3435504397920326,1.1939224684724346,11.53267973856209,11.94355043979203,4.5130718954248366,-0.4901960784313725,1.8986928104575165,1.0,3.0,2.0,0.0,0.0,0.0,18.0,17.0
0022500065,2025-11-26,MEM,NOP,0,sequential_daily,2025-11-25,0.063595001899738,0.5365429511891012,0.0180006447412131,0.8955798632662066,-0.5285252008653918,-6.666666666666667,-6.495579863266206,-0.2777777777777778,-2.2222222222222223,-0.11111111111111116,0.0,2.0,2.0,0.0,0.0,-1.0,18.0,18.0
0022500066,2025-11-26,HOU,GSW,0,sequential_daily,2025-11-25,-0.046803009320372554,0.47308406703081995,0.0012734952472603922,0.24828652955122954,-0.5545006872686522,-10.291228070175439,-10.448286529551229,1.4912280701754386,-13.385964912280702,-2.8912280701754387,0.0,2.0,2.0,0.0,0.0,0.0,19.0,15.0
0022500067,2025-11-26,SAS,POR,0,sequential_daily,2025-11-25,0.032876909267994844,0.5189164373385556,0.02881694477716451,-1.3485956774688108,-0.664976303593249,-8.118055555555555,-8.151404322531189,1.3263888888888888,-1.2638888888888888,0.0,-1.0,2.0,3.0,0.0,-1.0,-2.0,18.0,16.0
0022500068,2025-11-26,PHX,SAC,0,sequential_daily,2025-11-25,-0.1515518418382993,0.41363439566040344,-0.08221037341584286,-11.018287065012327,-0.946143695023836,-15.11111111111111,-16.081712934987674,-0.05555555555555558,-7.944444444444445,2.8888888888888893,0.0,2.0,2.0,0.0,1.0,1.0,18.0,18.0
0022500069,2025-11-28,CLE,ATL,1,sequential_daily,2025-11-27,0.12704164971225737,0.5726139884298395,0.21659823414786858,4.296822843225025,-0.15154989812720066,-2.2105263157894735,-2.0968228432250244,-0.6315789473684212,-3.3157894736842106,-1.7894736842105263,-1.0,3.0,4.0,0.0,-1.0,0.0,19.0,19.0
