game_id,game_date,away,home,home_win,state_policy,performance_cutoff,elo_diff,elo_probability_raw,bt_logit,trend_diff,record_logit_diff,cumulative_margin_diff,recent_margin_diff,turnover_advantage_diff,rebound_advantage_diff,foul_advantage_diff,rest_advantage,home_rest_days,away_rest_days,back_to_back_advantage,games_in_4_days_advantage,games_in_6_days_advantage,home_games_before,away_games_before
0022500868,2026-03-01,SAS,NYK,1,sequential_daily,2026-02-28,-0.039753912422239066,0.4771317739375354,-0.1224396146390773,-8.5974758442247,-0.37484224789418114,-0.9451977401129943,-2.0025241557752995,0.8861581920903955,-0.04887005649717535,-2.594350282485876,-1.0,2.0,3.0,0.0,0.0,0.0,60.0,59.0
0022500986,2026-03-16,PHX,BOS,1,sequential_daily,2026-03-15,0.42888359627192757,0.7286019454276355,0.4202555609765194,-2.230026678227153,0.27989993200972585,5.865671641791044,6.730026678227153,-1.1791044776119404,4.940298507462687,1.3731343283582091,-1.0,2.0,3.0,0.0,0.0,0.0,67.0,67.0
0022501104,2026-03-31,POR,LAC,0,sequential_daily,2026-03-30,0.34298207498822253,0.6877766632101948,0.2883432480869773,-8.247823486103675,0.07232066157962608,2.2959649122807018,2.6478234861036754,1.722280701754386,-5.068070175438597,-0.45526315789473704,0.0,2.0,2.0,0.0,0.0,0.0,75.0,76.0
