feature,repeats,baseline_log_loss,mean_log_loss_increase,std_log_loss_increase,p05_log_loss_increase,p95_log_loss_increase
bt_logit,100,0.488028662122789,0.11908878743420262,0.02355451159578409,0.08172407368057515,0.15951538164332676
elo_diff,100,0.488028662122789,0.07593776485478071,0.02034301411519999,0.04126073089278075,0.10618607218554695
trend_diff,100,0.488028662122789,0.0039280365700165125,0.003218773797560429,-0.0008010031162445529,0.008656361596427464
