feature,repeats,baseline_log_loss,mean_log_loss_increase,std_log_loss_increase,p05_log_loss_increase,p95_log_loss_increase
elo_diff,100,0.5069760756340586,0.3194035998126712,0.04157643059031221,0.2513621965936776,0.3815273556991546
