replicate,log_loss,brier,auc,accuracy,games,home_win_rate,mean_probability,correct_games,expected_calibration_error,min_predicted_probability,max_predicted_probability,mean_predicted_probability,observed_home_win_rate,calibration_intercept_alpha,calibration_slope_gamma,delta_log_loss_vs_elo,delta_brier_vs_elo,delta_auc_vs_elo,delta_accuracy_vs_elo,delta_log_loss_vs_rank,delta_brier_vs_rank,delta_auc_vs_rank,delta_accuracy_vs_rank
472,0.46128033695205933,0.14938014142100783,0.8497615262321144,0.7904761904761904,105,0.6476190476190476,0.6024783567858839,83,0.07432324627711946,0.06816437655118983,0.9690462970709675,0.6024783567858839,0.6476190476190476,0.23862163273400486,1.194339497799736,0.0019047896684510346,0.0004280299260285281,0.0,0.0,-0.039654709607636784,-0.015611018883197186,0.027424483306836223,0.02857142857142858
473,0.49557465956463936,0.16167656433991603,0.8525925925925926,0.7714285714285715,105,0.5714285714285714,0.5163375334149828,81,0.13505600032888795,0.11618154536081363,0.9690462970709675,0.5163375334149828,0.5714285714285714,0.3668562569832352,1.5282656882003087,0.0027571166099265576,0.0009711899507123534,0.0,0.0,-0.01774959626238365,-0.005380519509746162,-0.004074074074073897,-0.03809523809523807
474,0.45162409145508614,0.14291584333073892,0.8813387423935092,0.8043478260869565,92,0.6304347826086957,0.5539877704639593,74,0.12134350602523676,0.06816437655118983,0.9690462970709675,0.5539877704639593,0.6304347826086957,0.48865288468229,1.724138703280103,0.004264397883835369,0.0013397648364462944,0.0,0.0,-0.030924089286811673,-0.0113367804433957,0.0030425963488842633,-0.010869565217391242
475,0.47539712214389124,0.15318302426469116,0.8576615831517792,0.7904761904761904,105,0.5142857142857142,0.5309354956596666,83,0.09720731507483321,0.06816437655118983,0.9690462970709675,0.5309354956596666,0.5142857142857142,-0.1198346900501533,1.2056185475432835,0.0021025080880706093,0.0006426199404418187,0.0,0.0,-0.03184515987557818,-0.011455369254074366,0.0188816267247639,0.0
476,0.444945432861373,0.1370581184244869,0.8945712037765539,0.8472222222222222,72,0.5694444444444444,0.5319960787111099,61,0.12975693543736863,0.11618154536081363,0.9690462970709675,0.5319960787111099,0.5694444444444444,0.2519251536370121,1.8030435377101495,0.005277983132873698,0.001982255987209053,0.0,0.0,-0.037318834597321215,-0.014648599482153163,0.006294256490951944,-0.01388888888888895
477,0.48028265699573003,0.15662191569007383,0.8485554520037278,0.7684210526315789,95,0.6105263157894737,0.5441242280494225,73,0.11340119123049217,0.06816437655118983,0.9690462970709675,0.5441242280494225,0.6105263157894737,0.4273591989319927,1.3577439964985134,0.0019618797088001294,0.0006196463977778399,0.0,0.0,-0.03163645390753944,-0.011609787615809164,0.006523765144454741,-0.010526315789473717
478,0.4822255375466274,0.15954864138071692,0.8486803519061583,0.7558139534883721,86,0.6395348837209303,0.5526149148343318,65,0.11296697249338558,0.06816437655118983,0.9690462970709675,0.5526149148343318,0.6395348837209303,0.5493200490560541,1.2989735196361205,0.0014542333840560917,5.7592281603568996e-05,0.0,0.0,-0.02137228110171635,-0.00601748877201691,0.008797653958944274,-0.011627906976744207
479,0.446069108279597,0.14501493149020206,0.8743589743589744,0.7614678899082569,109,0.6422018348623854,0.5719767612279961,83,0.10328571216348043,0.06816437655118983,0.9690462970709675,0.5719767612279961,0.6422018348623854,0.4684389791639176,1.2952927810058275,0.002026447903425821,0.00017872139801405895,0.0,0.0,-0.032834046223617575,-0.010458922050328417,0.014652014652014711,0.00917431192660545
480,0.42489409395823996,0.13027281734164975,0.9086206896551724,0.8469387755102041,98,0.5918367346938775,0.5595019925624467,83,0.16495227681106545,0.06816437655118983,0.9328529855673348,0.5595019925624467,0.5918367346938775,0.10487199871255463,1.9410861750557549,0.00602049550804068,0.0019609171584060447,0.0,0.0,-0.03297172915382801,-0.011792611250806329,0.01379310344827589,0.0
481,0.4617157578710104,0.14779723488129037,0.871517027863777,0.797752808988764,89,0.5730337078651685,0.5182914666589685,71,0.08306045731707433,0.11618154536081363,0.9690462970709675,0.5182914666589685,0.5730337078651685,0.42674285936419254,1.5126682488825676,0.003025766330686963,0.0009326790697889165,0.0,0.0,-0.03213769684530143,-0.010981339900695164,0.0041279669762641635,-0.011235955056179803
482,0.402865754056819,0.124865844756853,0.9244019138755981,0.8172043010752689,93,0.5913978494623656,0.5183603763434635,76,0.12997391172072725,0.12958208255420636,0.9690462970709675,0.5183603763434635,0.5913978494623656,0.9630500674978972,2.2611459636590974,0.005039710271125375,0.001278623719262087,0.0,0.0,-0.03833837678188057,-0.011297847857203086,-0.001913875598086201,0.0
483,0.44050841521562467,0.13964696546041572,0.8795454545454545,0.8160919540229885,87,0.632183908045977,0.5830042798831544,71,0.10258206104159776,0.06816437655118983,0.9690462970709675,0.5830042798831544,0.632183908045977,0.2757718148697714,1.396664095329616,0.003359834757983682,0.0008691567823689017,0.0,0.0,-0.033880503832895925,-0.011905355140089446,0.017045454545454586,0.011494252873563204
484,0.4391314534986037,0.13907446758591685,0.9045424621461486,0.8,80,0.6125,0.5145395133128187,64,0.1413326702481948,0.12958208255420636,0.9690462970709675,0.5145395133128187,0.6125,1.0395839991020641,2.201844511507142,0.004269937383165279,0.0011112542172753703,0.0,0.0,-0.029634617441338496,-0.00884640664601083,-0.01382488479262689,-0.012499999999999956
485,0.46387126513149773,0.1520793215138327,0.8656987295825771,0.7558139534883721,86,0.6627906976744186,0.5684904354729591,65,0.11272809705696872,0.06816437655118983,0.9690462970709675,0.5684904354729591,0.6627906976744186,0.6194932932101553,1.3852448793954708,0.00203797774564235,0.00018846883082351829,0.0,0.0,-0.02192109100616285,-0.005868004838976121,0.005444646098003547,-0.011627906976744207
486,0.4791998951485516,0.15614271394843499,0.8387096774193548,0.7821782178217822,101,0.6138613861386139,0.6018561648324919,79,0.08571353050930877,0.06816437655118983,0.9690462970709675,0.6018561648324919,0.6138613861386139,0.03469690816651802,1.1268265798102732,0.0011785004816715627,0.0003203654164746772,0.0,0.0,-0.03847927380598065,-0.01572406116082764,0.018610421836228186,0.02970297029702973
487,0.4971090935009212,0.16511939181340815,0.8296800201562106,0.7307692307692307,130,0.6230769230769231,0.5523599679128851,95,0.12339181248687195,0.06816437655118983,0.9542478662684957,0.5523599679128851,0.6230769230769231,0.4076141649867738,1.2589267700868456,0.001508612865852077,0.00012906777291912808,0.0,0.0,-0.012218394962612844,-0.00256576890093127,-0.0075585789871505105,-0.023076923076923106
488,0.46620550939101196,0.15238650547810734,0.8591093117408908,0.7572815533980582,103,0.6310679611650486,0.5674222407036403,78,0.1013063916784315,0.06816437655118983,0.9542478662684957,0.5674222407036403,0.6310679611650486,0.36491747746898373,1.4190628040992002,0.0029097547223824183,0.0005185659616908367,0.0,0.0,-0.017591341442551145,-0.004096784741939918,-0.0008097165991902688,-0.009708737864077666
489,0.5012196221758425,0.1639591986948624,0.8413943355119826,0.7708333333333334,96,0.53125,0.5302286291505114,74,0.11971612250945837,0.06816437655118983,0.9542478662684957,0.5302286291505114,0.53125,-0.015937292251093676,1.3178923275450476,0.0025551159974308013,0.0008063513964991498,0.0,0.0,-0.014347530804118214,-0.0038717628245135416,-0.0017429193899781703,-0.02083333333333326
490,0.468213740059994,0.15204361881684594,0.8602006688963211,0.7747747747747747,111,0.5855855855855856,0.5455540670370985,86,0.1168660789872452,0.06816437655118983,0.9542478662684957,0.5455540670370985,0.5855855855855856,0.2403355853687451,1.310512587791841,0.0024635269152409323,0.0004636458247321007,0.0,0.0,-0.021227762506380643,-0.0058488175729255465,0.004347826086956497,-0.009009009009009028
491,0.4875293075605017,0.16038593202162518,0.8368055555555556,0.7631578947368421,114,0.5789473684210527,0.5778821050356999,87,0.0951206852683306,0.06816437655118983,0.9690462970709675,0.5778821050356999,0.5789473684210527,-0.01398127050608403,1.0806644944926376,0.0006511663235815313,-9.029445598301988e-06,0.0,0.0,-0.032103464164693896,-0.012217004244705398,0.023358585858585856,0.01754385964912286
492,0.4497963982179137,0.14629314496834833,0.8814655172413794,0.7666666666666667,90,0.6444444444444445,0.5541388686021707,69,0.12519581796853455,0.06816437655118983,0.9690462970709675,0.5541388686021707,0.6444444444444445,0.6596310709032854,1.4973414091698098,0.0025239127000322714,0.00028959243964737924,0.0,0.0,-0.025608273113394697,-0.006804357629798752,-0.0010775862068964637,0.0
493,0.4642545348753758,0.15167861998392707,0.8510258697591436,0.7628865979381443,97,0.6082474226804123,0.5942906216979684,74,0.08488974150548807,0.06816437655118983,0.9328529855673348,0.5942906216979684,0.6082474226804123,0.0430161917621764,1.1576343402668092,0.001585699057310097,7.556836813921164e-05,0.0,0.0,-0.030486085794630413,-0.01052159215721346,0.019625334522747506,0.020618556701030855
494,0.42595908685253137,0.12902662145308616,0.9035714285714286,0.8764044943820225,89,0.550561797752809,0.5363892528833266,78,0.15212307190034197,0.11618154536081363,0.9151035664128551,0.5363892528833266,0.550561797752809,0.020267725663206004,1.882223649657852,0.006179976968062717,0.0021590282574861785,0.0,0.0,-0.036471038532674305,-0.013578117217633134,0.013265306122449028,0.0
495,0.5121502748928949,0.17044149543934892,0.8320699708454811,0.7380952380952381,84,0.5833333333333334,0.5115998361451908,62,0.12195669047574954,0.11618154536081363,0.9542478662684957,0.5115998361451908,0.5833333333333334,0.45984636097717757,1.4271591549596994,0.0018555510787104934,0.00033575580098202384,0.0,0.0,-0.0037005076102062384,0.0017339323181691235,-0.02274052478134103,-0.04761904761904756
496,0.47797612970639025,0.1545953349581993,0.8647912885662432,0.7708333333333334,96,0.6041666666666666,0.5153439966810441,74,0.13810426279351515,0.13934558619367174,0.9690462970709675,0.5153439966810441,0.6041666666666666,0.7053895650149987,1.7672435418566335,0.0028830428095857896,0.0010020285742066704,0.0,0.0,-0.027638631109876965,-0.009649322998179166,-0.004083484573502827,-0.03125
497,0.4469160041296218,0.13930233177679766,0.879144385026738,0.8202247191011236,89,0.6179775280898876,0.5666922138662696,73,0.13760259684935242,0.06816437655118983,0.9542478662684957,0.5666922138662696,0.6179775280898876,0.23597914073953496,1.7008918648485136,0.004867973814701498,0.0016279504671737888,0.0,0.0,-0.030879000411221436,-0.011977856922750746,0.008021390374331472,-0.011235955056179803
498,0.49215844232999356,0.16082944795425863,0.8510963793982662,0.7666666666666667,90,0.5888888888888889,0.5183854939481464,69,0.1061071469862481,0.11618154536081363,0.9690462970709675,0.5183854939481464,0.5888888888888889,0.4774579144954711,1.504345862839441,0.0024765856891714177,0.0007104159316433101,0.0,0.0,-0.01680548081362937,-0.00462728012756497,-0.00815910249872509,-0.033333333333333326
499,0.4353822074389009,0.13524698218419595,0.8896739130434783,0.8372093023255814,86,0.5348837209302325,0.5257087804601336,72,0.10297093387720943,0.11618154536081363,0.9690462970709675,0.5257087804601336,0.5348837209302325,0.07343580249625224,1.5111476222089721,0.004395369857786102,0.0014211292802166764,0.0,0.0,-0.037366865593309595,-0.013089953816563055,0.010326086956521707,0.0
500,0.4748854353321447,0.1547722967082874,0.8674004192872118,0.7752808988764045,89,0.5955056179775281,0.5139899110653978,69,0.13027160802643092,0.11618154536081363,0.9542478662684957,0.5139899110653978,0.5955056179775281,0.5978051645143372,1.5391026444481237,0.002621958129729318,0.00048167233440810087,0.0,0.0,-0.017967969480760237,-0.0040790503633673925,-0.007337526205450695,-0.022471910112359494
501,0.4853668892636976,0.15748793240726428,0.8578002761159688,0.7659574468085106,94,0.5638297872340425,0.5059249233262599,72,0.09992011801890721,0.11618154536081363,0.9690462970709675,0.5059249233262599,0.5638297872340425,0.4348046415920367,1.5122747548314504,0.0025874749785220197,0.0008660617577876673,0.0,0.0,-0.024230461620243282,-0.007984634058462087,1.1102230246251565e-16,-0.03191489361702127
502,0.46917511018510605,0.1521867305526116,0.8580827067669172,0.776595744680851,94,0.5957446808510638,0.5486627783872446,73,0.07149688480052041,0.06816437655118983,0.9690462970709675,0.5486627783872446,0.5957446808510638,0.2996408484999714,1.2582263301340302,0.0018583745237323313,0.0004438704848389041,0.0,0.0,-0.03303923131742881,-0.011763324861627678,0.014097744360902165,0.0
503,0.45399343900233147,0.14720970728912716,0.8673178673178673,0.7647058823529411,102,0.6176470588235294,0.5740132591824566,78,0.11426802648472581,0.06816437655118983,0.9690462970709675,0.5740132591824566,0.6176470588235294,0.2622749945981727,1.2276109004901052,0.001990063213294979,0.00024115303890534512,0.0,0.0,-0.03128646464830881,-0.010350967849939274,0.010582010582010581,0.009803921568627416
504,0.5063100281297558,0.16753994149723225,0.8312593330014932,0.7555555555555555,90,0.5444444444444444,0.506060921667284,68,0.08468418655946323,0.11618154536081363,0.9690462970709675,0.506060921667284,0.5444444444444444,0.24961126846857162,1.2011627646914453,0.0010401291732711204,0.00016897580825814273,0.0,0.0,-0.017266884739745247,-0.00450297874811556,-0.0029865604778497312,-0.022222222222222254
505,0.47106184114384797,0.15251938555914726,0.861227601982463,0.7788461538461539,104,0.5865384615384616,0.5730498111986088,81,0.104736093028931,0.06816437655118983,0.9690462970709675,0.5730498111986088,0.5865384615384616,0.03757479040040969,1.2642098824472918,0.002330001087952893,0.0007091273223638617,0.0,0.0,-0.031442602479769155,-0.011597999753364313,0.025543271063667716,0.0
506,0.46408088278738135,0.15209995676306093,0.8696933962264151,0.7529411764705882,85,0.6235294117647059,0.5622708403288085,64,0.1413573799758981,0.06816437655118983,0.9690462970709675,0.5622708403288085,0.6235294117647059,0.39871351048843434,1.2247672837381973,0.0014223465368777277,-1.9113307299561955e-05,0.0,0.0,-0.02513174249482214,-0.007083814873422856,0.007665094339622591,0.0
507,0.46925028060071355,0.15017838455855254,0.877110694183865,0.7849462365591398,93,0.5591397849462365,0.5173193243898488,73,0.12305900006948163,0.11618154536081363,0.9690462970709675,0.5173193243898488,0.5591397849462365,0.3247307166994967,1.622853584586672,0.0036441954686096123,0.00127010527992516,0.0,0.0,-0.025467461409425296,-0.008329151339633467,0.001407129455910039,-0.032258064516129115
508,0.5096856879755821,0.1699509454916304,0.8372627947096032,0.7261904761904762,84,0.5595238095238095,0.49525748426931343,61,0.11294158928631838,0.11618154536081363,0.9542478662684957,0.49525748426931343,0.5595238095238095,0.45423454121951634,1.4542432555584328,0.0018607883406828174,0.0002700712297459551,0.0,0.0,-0.0028742923211833027,0.0028072882636779595,-0.027602070155261726,-0.04761904761904767
509,0.44815222289764883,0.14051810651640415,0.8860398860398859,0.8181818181818182,66,0.5909090909090909,0.5429638239733079,54,0.11010266165995429,0.11618154536081363,0.9690462970709675,0.5429638239733079,0.5909090909090909,0.3398363101226038,1.5802132470049228,0.004043831432908929,0.0013460417623407661,0.0,0.0,-0.03364736853129041,-0.012221329908756073,0.002849002849002691,-0.015151515151515138
510,0.4547160988146852,0.14462469129792696,0.8762157382847038,0.7938144329896907,97,0.5979381443298969,0.5529793856230109,77,0.11125303398726326,0.06816437655118983,0.9690462970709675,0.5529793856230109,0.5979381443298969,0.26570299569490313,1.5011402387550965,0.003654830810983334,0.0011060047767833536,0.0,0.0,-0.029594136870610577,-0.010388356906050583,0.008399646330680799,-0.010309278350515538
511,0.46798269104367074,0.15100912742857442,0.8746612466124661,0.7792207792207793,77,0.5324675324675324,0.5074979300144679,60,0.12240073364388075,0.11618154536081363,0.9542478662684957,0.5074979300144679,0.5324675324675324,0.20335090318999702,1.3439543931582116,0.0026840056225942432,0.0005781340249941813,0.0,0.0,-0.02178416199487171,-0.005447404708584264,-0.00203252032520318,-0.012987012987012991
512,0.48118051529150174,0.15857911112445736,0.8519061583577713,0.7547169811320755,106,0.5849056603773585,0.5274828813207779,80,0.08942160254366374,0.06816437655118983,0.9690462970709675,0.5274828813207779,0.5849056603773585,0.3780420379199243,1.2800201716695967,0.001592730132917386,0.0001437201863792592,0.0,0.0,-0.021805260460833753,-0.00585961393855744,0.0032991202346042137,-0.009433962264150941
513,0.4988862793096121,0.16542723088005762,0.836734693877551,0.7448979591836735,98,0.6428571428571429,0.5526344116121664,73,0.13529017022308246,0.06816437655118983,0.9690462970709675,0.5526344116121664,0.6428571428571429,0.5320337510486396,1.390263201876887,0.0018695839214436516,0.00036679807144940346,0.0,0.0,-0.012611122914836959,-0.002909338527457783,-0.0054421768707483276,-0.030612244897959107
514,0.4285566496616038,0.13656337544940253,0.8943768996960486,0.8,75,0.6266666666666667,0.5339399236236191,60,0.11005587396080913,0.13934558619367174,0.9690462970709675,0.5339399236236191,0.6266666666666667,0.8972650881870633,1.7711238272423688,0.003095637559847597,0.0005993329318697838,0.0,0.0,-0.03740570356962697,-0.011608117399048129,0.0075987841945288626,0.0
515,0.41897975549125427,0.13053718018752855,0.8951612903225806,0.8229166666666666,96,0.6458333333333334,0.5845796439862926,79,0.13043829058507903,0.06816437655118983,0.9328529855673348,0.5845796439862926,0.6458333333333334,0.3360791582582418,1.667197442634145,0.004916382542894893,0.0012795051754727893,0.0,0.0,-0.035461959430756584,-0.012281820324046622,0.003795066413662229,0.02083333333333326
516,0.484501215010535,0.1582112876750325,0.8510811913504691,0.77,100,0.57,0.5633233367600057,77,0.0952931120913299,0.06816437655118983,0.9690462970709675,0.5633233367600057,0.57,0.009250361610215188,1.2089341990106137,0.0018349867523416719,0.0005723699248524616,0.0,0.0,-0.029791241914371325,-0.010989227262254875,0.022031823745410017,0.0
517,0.4551475142866993,0.14657592744854078,0.865874363327674,0.7840909090909091,88,0.6477272727272727,0.5804248452478078,69,0.09213427410103192,0.06816437655118983,0.9690462970709675,0.5804248452478078,0.6477272727272727,0.4130461394909972,1.2978326770096307,0.002318106868021308,0.00045507271823205797,0.0,0.0,-0.030213260718110035,-0.010466750025784316,0.01414827391058282,0.0
518,0.43875645921672063,0.13768490558480886,0.8870192307692308,0.8152173913043478,92,0.5652173913043478,0.5418195629792644,75,0.09659670592118927,0.06816437655118983,0.9690462970709675,0.5418195629792644,0.5652173913043478,0.15704580772045648,1.4430141098120322,0.0037184526321541456,0.0011939262790294225,0.0,0.0,-0.04269007126082103,-0.015883537080908006,0.012980769230769296,0.010869565217391242
519,0.45685487245561796,0.14649022129715894,0.853125,0.7980769230769231,104,0.6153846153846154,0.5990959424348488,83,0.0814506884927497,0.06816437655118983,0.9690462970709675,0.5990959424348488,0.6153846153846154,0.027884692022504605,1.2423357219852509,0.002362284815354554,0.0006123394017155115,0.0,0.0,-0.03960972744302138,-0.01569329790219548,0.021874999999999978,0.028846153846153855
520,0.428383167119069,0.13384050690770657,0.8940476190476191,0.813953488372093,86,0.6511627906976745,0.5797821345579307,70,0.15373522756272942,0.06816437655118983,0.9690462970709675,0.5797821345579307,0.6511627906976745,0.46073920488463027,1.6107555447856412,0.004160661483588457,0.0012814495115655578,0.0,0.0,-0.04057130836024486,-0.015285384259064977,0.015476190476190421,0.0
521,0.4545603890003766,0.1440509827090273,0.8770764119601329,0.8,85,0.49411764705882355,0.5034858086634576,68,0.0905936330704472,0.11618154536081363,0.9690462970709675,0.5034858086634576,0.49411764705882355,-0.023612147553116292,1.3227855156059032,0.003148958229465759,0.0010681399052270002,0.0,0.0,-0.03715853391329099,-0.012861239327811108,0.01661129568106323,-0.0117647058823529
522,0.46504306732774153,0.14833469170939137,0.8739957716701903,0.7959183673469388,98,0.5612244897959183,0.5186650402854571,78,0.12467505381360268,0.11618154536081363,0.9690462970709675,0.5186650402854571,0.5612244897959183,0.3332866679637977,1.5497199922936256,0.003333800333119974,0.001227843307767651,0.0,0.0,-0.03304910413804307,-0.011918277503781438,0.008033826638477848,-0.020408163265306145
523,0.4605349097600077,0.14850706211633075,0.8671328671328672,0.788235294117647,85,0.611764705882353,0.5531291097236068,67,0.10428380950900605,0.06816437655118983,0.9542478662684957,0.5531291097236068,0.611764705882353,0.36523922470989884,1.3285961421328703,0.002556580142545506,0.00048207911460634856,0.0,0.0,-0.028609569615110297,-0.00953612639750498,0.011655011655011704,0.0
524,0.43774075546066704,0.1408031811815382,0.8957219251336899,0.7722772277227723,101,0.6732673267326733,0.563874306668615,78,0.14129950302290586,0.06816437655118983,0.9542478662684957,0.563874306668615,0.6732673267326733,0.818947360009865,1.7048228691927174,0.003462521824900755,0.0005387264968748917,0.0,0.0,-0.02207305136081994,-0.005307602844670439,-0.0035650623885917776,-0.00990099009900991
525,0.48232478929722067,0.15753289195174008,0.8542024013722127,0.7628865979381443,97,0.5463917525773195,0.5369530701041945,74,0.09986319471983142,0.06816437655118983,0.9690462970709675,0.5369530701041945,0.5463917525773195,0.051805763020749594,1.208758175234412,0.0018419274923333062,0.0004254558687123988,0.0,0.0,-0.02344358280964165,-0.0071789977879857525,0.007289879931389298,-0.010309278350515538
526,0.48538534833660796,0.1592869673459137,0.8412698412698412,0.7663551401869159,107,0.5887850467289719,0.575906941805161,82,0.09015724786554438,0.06816437655118983,0.9690462970709675,0.575906941805161,0.5887850467289719,0.06387160504693101,1.0823890003070946,0.0006675074076207821,7.20650910352727e-05,0.0,0.0,-0.03232897790533906,-0.012227271882926632,0.024531024531024515,0.009345794392523366
527,0.47803757332579644,0.1559936791323325,0.8520408163265305,0.7614678899082569,109,0.5504587155963303,0.5501762402596647,83,0.09765818563190627,0.06816437655118983,0.9690462970709675,0.5501762402596647,0.5504587155963303,-0.018364730200536618,1.1703462116637793,0.0016206807351847874,0.00032915133755645476,0.0,0.0,-0.028870951691707947,-0.009940613548754557,0.016666666666666607,0.0
528,0.48782880482671387,0.15704982158582928,0.8507402961184474,0.79,100,0.51,0.5068758397300263,79,0.09661462734248014,0.11618154536081363,0.9690462970709675,0.5068758397300263,0.51,0.03085627322999356,1.286318809983138,0.002475858073048065,0.0009118025112072881,0.0,0.0,-0.026482284627484587,-0.009490491741165313,0.010404161664665845,-0.020000000000000018
529,0.43619612322304097,0.1373727327903902,0.8949605343047965,0.7954545454545454,88,0.6931818181818182,0.594769201452626,70,0.16685824549319594,0.06816437655118983,0.9542478662684957,0.594769201452626,0.6931818181818182,0.578372235913265,1.8874525295596463,0.004881499948801382,0.001342967292513153,0.0,0.0,-0.02192065199543486,-0.006879447394409349,0.0024286581663630624,-0.022727272727272818
530,0.4960035815205564,0.16563283544451568,0.8578595317725752,0.7258064516129032,124,0.6290322580645161,0.5051460112155465,90,0.1589965688276017,0.12958208255420636,0.9690462970709675,0.5051460112155465,0.6290322580645161,0.9538680879153826,1.7423006118172337,0.001602647681390068,5.0530875045695645e-05,0.0,0.0,-0.008467997264485161,0.0004123972612407878,-0.021739130434782705,-0.040322580645161255
531,0.46516292763687095,0.1497369643993004,0.8727495908346973,0.7676767676767676,99,0.5252525252525253,0.5126577692776358,76,0.12768291957667977,0.11618154536081363,0.9690462970709675,0.5126577692776358,0.5252525252525253,0.12012024193382989,1.3569707191145903,0.002834095783004198,0.0008500313417000582,0.0,0.0,-0.02581144123688489,-0.007575326368604002,0.008183306055646655,-0.030303030303030387
532,0.4404223768452015,0.14243107056691043,0.872517154207295,0.7636363636363637,110,0.6454545454545455,0.6003869703268676,84,0.11794224759097818,0.06816437655118983,0.9690462970709675,0.6003869703268676,0.6454545454545455,0.25869302612937356,1.2321377302865755,0.0022033371209865815,0.00029017137222539513,0.0,0.0,-0.035959637771029895,-0.012308612906412747,0.01769591910436985,0.018181818181818188
533,0.47840983338283316,0.15993620661930338,0.869022869022869,0.7058823529411765,102,0.6372549019607843,0.5307265768654289,72,0.1659694389745666,0.06816437655118983,0.9542478662684957,0.5307265768654289,0.6372549019607843,0.7804815740183777,1.528955123831776,0.0015816277722056071,-0.00021944489761679953,0.0,0.0,-0.007773582253552513,0.0017489304490704294,-0.01912681912681924,-0.02941176470588236
534,0.43270351686425584,0.13755966218182267,0.8962623951182304,0.794392523364486,107,0.6448598130841121,0.5625575379371149,85,0.12350177713458575,0.06816437655118983,0.9690462970709675,0.5625575379371149,0.6448598130841121,0.6057615225426751,1.6500355313314252,0.003690083523387344,0.0008903577538331431,0.0,0.0,-0.03236580440106729,-0.010357187373529614,0.006483600305110637,0.0
535,0.45196596330142985,0.14375995104169584,0.8805194805194805,0.810126582278481,79,0.5569620253164557,0.5189975438794615,64,0.10059474228827449,0.11618154536081363,0.9690462970709675,0.5189975438794615,0.5569620253164557,0.32937654133636457,1.5075325197961966,0.0033529903978566367,0.001034276553227187,0.0,0.0,-0.0344717470204674,-0.011460707780272167,-0.0071428571428572285,0.0
536,0.4763717984171473,0.15780595939845218,0.8345394736842106,0.7327586206896551,116,0.6551724137931034,0.6008366453857765,85,0.1290272999970636,0.06816437655118983,0.9542478662684957,0.6008366453857765,0.6551724137931034,0.3123036281588541,1.1163554597976826,0.0010834223056637171,-0.00018238693851455046,0.0,0.0,-0.019229306723074546,-0.00541708771223412,0.005921052631578938,0.0
537,0.4753256987279623,0.1531719610084194,0.8559051527587779,0.7978723404255319,94,0.5425531914893617,0.5302248340683791,75,0.11184365523856593,0.06816437655118983,0.9542478662684957,0.5302248340683791,0.5425531914893617,0.05919196714238524,1.2769084986189567,0.0025331221272251736,0.0006914966145135648,0.0,0.0,-0.029304321150726065,-0.010384490815724484,0.015959872321021362,0.0
538,0.49942707595327634,0.16513649203239714,0.8333333333333334,0.7553191489361702,94,0.6382978723404256,0.5461560292487783,71,0.11376397575865993,0.06816437655118983,0.9690462970709675,0.5461560292487783,0.6382978723404256,0.5531828202156909,1.3907218296359118,0.0018188119347509746,0.0003906127121240388,0.0,0.0,-0.01684163485595297,-0.005084751466684273,-0.00686274509803908,-0.02127659574468077
539,0.48837231846854806,0.16112210619364656,0.867447306791569,0.7291666666666666,96,0.6354166666666666,0.5209389469627791,70,0.14178370854038003,0.13934558619367174,0.9690462970709675,0.5209389469627791,0.6354166666666666,0.8839757416900895,1.8795116513759567,0.0025465068693060755,0.0005211134784337823,0.0,0.0,-0.008346566725229265,9.844682711673824e-06,-0.019672131147541072,-0.05208333333333337
540,0.4721613151323213,0.1533036802240757,0.8470588235294118,0.797979797979798,99,0.6565656565656566,0.5804114334490406,79,0.13176571904430054,0.06816437655118983,0.9542478662684957,0.5804114334490406,0.6565656565656566,0.41095694014239076,1.3708005749838648,0.0028201885143256944,0.0006472620305063015,0.0,0.0,-0.025211740802411398,-0.008947277891626415,0.01538461538461533,0.010101010101010166
541,0.419511900858767,0.12979977269335036,0.924863387978142,0.8144329896907216,97,0.6288659793814433,0.5401452356459959,79,0.16413756417390304,0.12958208255420636,0.9690462970709675,0.5401452356459959,0.6288659793814433,0.8610419223232737,2.293755922567654,0.005326361811275049,0.0016417014681776865,0.0,0.0,-0.034341644479599975,-0.011473226516890422,0.005009107468123886,-0.020618556701030966
542,0.4357113289574016,0.13708796753692612,0.9158653846153846,0.7976190476190477,84,0.6190476190476191,0.5253044431793434,67,0.15244268897345808,0.12958208255420636,0.9542478662684957,0.5253044431793434,0.6190476190476191,0.8850419143167518,2.3844117814347876,0.005403419395098197,0.0014845483281083482,0.0,0.0,-0.02057415028861892,-0.004884895482226759,-0.012019230769230727,-0.0357142857142857
543,0.5007587415461524,0.1645151198246438,0.8407871198568874,0.7682926829268293,82,0.524390243902439,0.542300748503644,63,0.07965414042849038,0.06816437655118983,0.9690462970709675,0.542300748503644,0.524390243902439,-0.11353058738658343,1.0710118822820243,0.0006193766346901386,0.00024816823792414566,0.0,0.0,-0.031316991083986,-0.01176907347044745,0.02027429934406688,0.0
544,0.4497355607540188,0.14459328973841173,0.8576675849403123,0.7878787878787878,99,0.6666666666666666,0.6058756878410835,78,0.095627734122104,0.06816437655118983,0.9542478662684957,0.6058756878410835,0.6666666666666666,0.32967357073192854,1.276700551992099,0.0026408156479137412,0.000466341777830781,0.0,0.0,-0.028553168675220675,-0.009904905409336806,0.016069788797061446,0.010101010101010055
