replicate,log_loss,brier,auc,accuracy,games,home_win_rate,mean_probability,correct_games,expected_calibration_error,min_predicted_probability,max_predicted_probability,mean_predicted_probability,observed_home_win_rate,calibration_intercept_alpha,calibration_slope_gamma,delta_log_loss_vs_elo,delta_brier_vs_elo,delta_auc_vs_elo,delta_accuracy_vs_elo,delta_log_loss_vs_rank,delta_brier_vs_rank,delta_auc_vs_rank,delta_accuracy_vs_rank
200,0.517907588133372,0.1726916336724708,0.8188920454545454,0.7368421052631579,76,0.5789473684210527,0.5392159445950981,56,0.09364216659064264,0.06816437655118983,0.9542478662684957,0.5392159445950981,0.5789473684210527,0.2183012842881082,1.1707253200008638,0.0010657880430162692,0.00012893585817258524,0.0,0.0,-0.011218425082831107,-0.002560732876284416,-0.0007102272727272929,-0.026315789473684292
201,0.3900617599522315,0.12015514672155628,0.9504563233376793,0.8117647058823529,85,0.6941176470588235,0.5661905570282808,69,0.1805010850130195,0.12958208255420636,0.9542478662684957,0.5661905570282808,0.6941176470588235,1.6730627349425111,2.9546013451010342,0.00551272077887055,0.001149612478968623,0.0,0.0,-0.02818651259109972,-0.006893581605705218,-0.006518904823989646,-0.0117647058823529
202,0.4908766360754271,0.16274038951652584,0.8305084745762711,0.7419354838709677,93,0.6344086021505376,0.5899591718638361,69,0.11814461936030313,0.06816437655118983,0.9542478662684957,0.5899591718638361,0.6344086021505376,0.23809956194415777,1.1336226966294898,0.001171100648266199,-4.001260333341694e-06,0.0,0.0,-0.016458588220519932,-0.004681209035788947,0.01345962113659016,-0.010752688172043001
203,0.48756123317172967,0.15813163364879573,0.8481996726677576,0.7777777777777778,99,0.5252525252525253,0.543597276402805,77,0.12201944222685647,0.06816437655118983,0.9690462970709675,0.543597276402805,0.5252525252525253,-0.13430131699979297,1.171118478347558,0.0016622987975906112,0.0005554713204556361,0.0,0.0,-0.028306632585070213,-0.010454621898635497,0.01882160392798682,-0.010101010101010055
204,0.48083921727961415,0.15731434068639913,0.8543019480519481,0.76,100,0.56,0.5275862222212531,76,0.09265283833765409,0.06816437655118983,0.9690462970709675,0.5275862222212531,0.56,0.2068999751048348,1.3286664104239811,0.002377832386608658,0.0005621309875639413,0.0,0.0,-0.02075495570065683,-0.005687874711058333,0.005275974025974128,-0.020000000000000018
205,0.48162628953741854,0.15866008918620622,0.838953488372093,0.7560975609756098,123,0.6504065040650406,0.5756160582874968,93,0.13027086170459873,0.06816437655118983,0.9542478662684957,0.5756160582874968,0.6504065040650406,0.42874927373165944,1.2476051433558997,0.0017678096471293592,0.00017289848405407926,0.0,0.0,-0.017223826414701604,-0.004800268886400699,0.0043604651162791885,-0.008130081300813052
206,0.44148481784679094,0.13911643803957605,0.8912815126050421,0.8111111111111111,90,0.6222222222222222,0.5815636720757543,73,0.16136578178620684,0.06816437655118983,0.9328529855673348,0.5815636720757543,0.6222222222222222,0.15866382036163335,1.6789188326982325,0.004728516354456647,0.001376573831788963,0.0,0.0,-0.02304908076453821,-0.007084036330887056,0.00945378151260512,-0.011111111111111072
207,0.4549965915078139,0.14704030768002385,0.8802721088435373,0.7755102040816326,98,0.6428571428571429,0.5437040300956297,76,0.13537942944670264,0.06816437655118983,0.9542478662684957,0.5437040300956297,0.6428571428571429,0.7128014283439211,1.64600923179322,0.003264443047493182,0.000613967728041509,0.0,0.0,-0.022679453150195983,-0.006228363906645051,-0.005895691609977383,-0.010204081632653073
208,0.48292906347052794,0.15659276988717832,0.8620543293718166,0.78,100,0.62,0.5275551842000092,78,0.14712997775643388,0.12958208255420636,0.9690462970709675,0.5275551842000092,0.62,0.6610757710213064,1.7045086275704753,0.002812077711085492,0.0009980111823071625,0.0,0.0,-0.025735134115151104,-0.009142818668987779,-0.0012733446519525016,-0.030000000000000027
209,0.43135760491565556,0.1356428308900785,0.9007142857142857,0.7901234567901234,81,0.691358024691358,0.6103147904285336,64,0.2015706257520932,0.06816437655118983,0.9690462970709675,0.6103147904285336,0.691358024691358,0.4392055925558184,1.7439898793608315,0.004607483742423091,0.0013269760383330664,0.0,0.0,-0.02589214646080601,-0.008621586374991469,0.014285714285714346,-0.024691358024691357
210,0.46226914864046265,0.14840255168603936,0.8695500523194977,0.7870370370370371,108,0.5648148148148148,0.5478762876490116,85,0.11731145789578147,0.06816437655118983,0.9690462970709675,0.5478762876490116,0.5648148148148148,0.08272940782488461,1.3546462530235648,0.003017572915001432,0.0008520728312018944,0.0,0.0,-0.0265639211716574,-0.00861300770199247,0.010812696198116423,-0.00925925925925919
211,0.4267679121058241,0.1303066058553919,0.8812500000000001,0.8441558441558441,77,0.5844155844155844,0.5791481720269719,65,0.12459844323622461,0.06816437655118983,0.9328529855673348,0.5791481720269719,0.5844155844155844,-0.09700452139787653,1.4990558111640322,0.004583656981950013,0.0015301341644918809,0.0,0.0,-0.04368734776303029,-0.017592994382593236,0.012500000000000067,0.01298701298701288
212,0.4694504733446897,0.15101636007902558,0.8535353535353535,0.8055555555555556,108,0.6111111111111112,0.5708443218731296,87,0.11730077468649626,0.06816437655118983,0.9542478662684957,0.5708443218731296,0.6111111111111112,0.1748252227272208,1.4047879740002664,0.0032426374616431053,0.0009199840858868102,0.0,0.0,-0.026536599649120307,-0.009615706351108172,0.014790764790764688,0.0092592592592593
213,0.4386756083489337,0.13968765772199085,0.903225806451613,0.7865168539325843,89,0.651685393258427,0.5504927490539275,70,0.14909472505161078,0.12958208255420636,0.9690462970709675,0.5504927490539275,0.651685393258427,0.8820063082270837,2.0031961381317154,0.0038746033344481123,0.0010092928181024696,0.0,0.0,-0.02665565952527038,-0.007701424282780561,-0.005561735261401468,-0.022471910112359494
214,0.46697555699580895,0.14808311268361898,0.8658658658658659,0.8131868131868132,91,0.5934065934065934,0.5497832250918313,74,0.126502394798578,0.06816437655118983,0.9542478662684957,0.5497832250918313,0.5934065934065934,0.2073520235323313,1.6048831488281063,0.004215533345030387,0.0014186005117006462,0.0,0.0,-0.026703095804034016,-0.010072608910265984,0.007507507507507616,-0.01098901098901095
215,0.49318283130041385,0.15968885319345463,0.8493589743589743,0.7931034482758621,87,0.5517241379310345,0.5411970888289621,69,0.10219951767316736,0.06816437655118983,0.9690462970709675,0.5411970888289621,0.5517241379310345,0.038288407314542645,1.3073927679616588,0.0024593990128952137,0.0010280228499056077,0.0,0.0,-0.030590624643226483,-0.012133530253354813,0.02083333333333337,-0.011494252873563204
216,0.4551372921618073,0.1435824408096873,0.8837772397094432,0.8085106382978723,94,0.6276595744680851,0.5453031835781587,76,0.197879348221105,0.1603105890067705,0.9690462970709675,0.5453031835781587,0.6276595744680851,0.6172105009369492,1.7881373121055741,0.0037301772508193665,0.0014884444894678328,0.0,0.0,-0.03948087591515115,-0.0157030330669074,0.012106537530266581,-0.021276595744680882
217,0.4511940312012536,0.13927086221491142,0.8997113997113997,0.84,75,0.56,0.5302664528458265,63,0.14682337489169828,0.11618154536081363,0.9690462970709675,0.5302664528458265,0.56,0.17294322034972992,1.903781883554177,0.005559708384610895,0.002154564325891839,0.0,0.0,-0.0333599032079816,-0.013111550546913653,0.010822510822510845,-0.026666666666666727
218,0.48332973463783363,0.15971929241838279,0.8235653235653235,0.7583333333333333,120,0.65,0.6188378818733166,91,0.09135388231924092,0.06816437655118983,0.9690462970709675,0.6188378818733166,0.65,0.17288379205020357,1.0541970032829922,0.0006053044650492501,-0.0001334655855873279,0.0,0.0,-0.02979969489515938,-0.011410655982774937,0.02258852258852251,0.025000000000000022
219,0.48832467094198023,0.16116516914781834,0.8484362469927826,0.7326732673267327,101,0.5742574257425742,0.5435303853669541,74,0.12915137707535596,0.06816437655118983,0.9542478662684957,0.5435303853669541,0.5742574257425742,0.17880174499396861,1.2164276640257892,0.0016460348756383025,0.00017912124196917123,0.0,0.0,-0.01244120351448691,-0.0019143067079843146,-0.000400962309542896,-0.02970297029702973
220,0.47787508263265643,0.15725747888844072,0.8427860696517413,0.7589285714285714,112,0.5982142857142857,0.5885591500977604,85,0.10234731682342903,0.06816437655118983,0.9542478662684957,0.5885591500977604,0.5982142857142857,0.03121394877328939,1.1046722831882305,0.0009719167985979271,-9.049478597700222e-05,0.0,0.0,-0.026734596165549962,-0.009068598298219016,0.01757877280265341,0.017857142857142794
221,0.47955289098980874,0.1578170019789568,0.8595611285266458,0.7380952380952381,84,0.6547619047619048,0.5498392817452007,62,0.15601422309956967,0.06816437655118983,0.9542478662684957,0.5498392817452007,0.6547619047619048,0.6971493406139673,1.5370353465169329,0.002336652257606764,0.00030852725569660566,0.0,0.0,-0.013649832935358819,-0.002561658864857458,-0.018808777429467072,-0.023809523809523725
222,0.4777876690282414,0.15601218124158506,0.8597560975609756,0.7706422018348624,109,0.6238532110091743,0.5409342902646317,84,0.12719148133581595,0.06816437655118983,0.9690462970709675,0.5409342902646317,0.6238532110091743,0.5355228348019598,1.5868072041142174,0.002968025241560368,0.0007343450328767542,0.0,0.0,-0.017976057677747292,-0.004765428848412828,-0.008608321377331363,-0.01834862385321101
223,0.44510879151741906,0.13842898061058065,0.8946845504222554,0.8191489361702128,94,0.648936170212766,0.5725314278622009,77,0.17580576059410222,0.06816437655118983,0.9690462970709675,0.5725314278622009,0.648936170212766,0.3990645870374017,1.9844018010096824,0.005359175260920113,0.001899387476947817,0.0,0.0,-0.03126503064293101,-0.012451870220830635,0.01142573273720815,-0.021276595744680882
224,0.41425345978380435,0.12627778647410232,0.9290123456790124,0.8444444444444444,90,0.6,0.531258510142818,76,0.16746882116284545,0.12958208255420636,0.9690462970709675,0.531258510142818,0.6,0.6879371267030582,2.341958484967362,0.006062022192819261,0.0020315844001678185,0.0,0.0,-0.04000135116644249,-0.014251145471831678,0.006687242798353976,-0.011111111111111072
225,0.48080485961626956,0.15524478169013312,0.8804247460757156,0.7684210526315789,95,0.6,0.513759901643585,73,0.16423524651811502,0.12958208255420636,0.9690462970709675,0.513759901643585,0.6,0.6574361507986187,2.067726871425675,0.004146176664729273,0.0013541880761620828,0.0,0.0,-0.01408900939503177,-0.0034337894494210763,-0.012465373961218829,-0.052631578947368474
226,0.4912827100103524,0.16218458746569242,0.8464285714285714,0.7475728155339806,103,0.6116504854368932,0.5337431384629906,77,0.13136692798408459,0.06816437655118983,0.9542478662684957,0.5337431384629906,0.6116504854368932,0.4874423939573658,1.3125086094009473,0.0015934354055103794,0.0001491077499811977,0.0,0.0,-0.016999254557462207,-0.004490978528709499,-0.001984126984126866,-0.01941747572815533
227,0.44162193822679774,0.14187440748253266,0.8954545454545454,0.7802197802197802,91,0.6043956043956044,0.5144228160332774,71,0.11531286918980291,0.12958208255420636,0.9690462970709675,0.5144228160332774,0.6043956043956044,0.8685201636799182,1.9560859040885434,0.0037637639173027093,0.0007786315480398376,0.0,0.0,-0.02370820463561818,-0.005311734935698809,-0.008080808080808133,-0.02197802197802201
228,0.48578295895667833,0.16129705199473351,0.8740053050397878,0.7380952380952381,84,0.6904761904761905,0.5382785327909142,62,0.19032045585829027,0.16243595077968817,0.9542478662684957,0.5382785327909142,0.6904761904761905,1.1824962664502008,1.847766091129835,0.0017814542494547503,-7.68693332589554e-06,0.0,0.0,-0.008060460166809946,0.0003583602694022525,-0.017904509283819703,-0.0357142857142857
229,0.4422739726996793,0.13825146576483696,0.886513157894737,0.8426966292134831,89,0.6404494382022472,0.5716938270862079,75,0.13485448981720932,0.06816437655118983,0.9690462970709675,0.5716938270862079,0.6404494382022472,0.4027592764494332,1.6274869238173382,0.0042650525705622,0.0014866580389062134,0.0,0.0,-0.04235532579595047,-0.01701848222092575,0.02083333333333348,0.011235955056179692
230,0.48483523032627696,0.15762494467678995,0.8404327248140635,0.7625,80,0.6375,0.5944427984932672,61,0.14566207848046778,0.06816437655118983,0.9690462970709675,0.5944427984932672,0.6375,0.17757061419886896,1.352296482410957,0.0026907222774019135,0.0008818421888924233,0.0,0.0,-0.024202586956214245,-0.009413067832117233,0.0027045300878971723,-0.012500000000000067
231,0.4727313969132063,0.1502231347914526,0.8648,0.82,100,0.5,0.5387557786238744,82,0.10909720721930134,0.06816437655118983,0.9690462970709675,0.5387557786238744,0.5,-0.2830540319079465,1.26581146634488,0.002610847840210262,0.0010978359911159585,0.0,0.0,-0.04001937683700685,-0.01604535740966334,0.02639999999999998,0.009999999999999898
232,0.4306125726771573,0.1344754519501637,0.8938321536905965,0.8089887640449438,89,0.5168539325842697,0.547456031647714,72,0.12477899424838558,0.06816437655118983,0.9328529855673348,0.547456031647714,0.5168539325842697,-0.26580572784718887,1.3130329913321244,0.003418338475896454,0.0008882409270134506,0.0,0.0,-0.03880943385255836,-0.013457216817714751,0.016177957532861553,0.011235955056179803
233,0.4762641493776873,0.15380561482824506,0.871647509578544,0.7872340425531915,94,0.6170212765957447,0.5365713210119486,74,0.16969432787696348,0.12958208255420636,0.9690462970709675,0.5365713210119486,0.6170212765957447,0.5586545730735608,1.6790855164275202,0.0031148462017608902,0.0011159270156537449,0.0,0.0,-0.026406477128533112,-0.00927475505229819,0.004789272030651159,-0.03191489361702127
234,0.436676072571599,0.14048412727699794,0.8909438775510203,0.7777777777777778,81,0.6049382716049383,0.5616983541038431,63,0.12621648544957992,0.06816437655118983,0.9690462970709675,0.5616983541038431,0.6049382716049383,0.299381357573142,1.2683964849564666,0.0022692272146114245,0.00022056730887040632,0.0,0.0,-0.033771308283353285,-0.010243094028645039,0.016581632653061118,0.012345679012345734
235,0.4389382150576788,0.13892406701793494,0.8951612903225806,0.803921568627451,102,0.6078431372549019,0.5538502299260616,82,0.14687816910190418,0.06816437655118983,0.9690462970709675,0.5538502299260616,0.6078431372549019,0.3818683697596737,1.6030624145633896,0.0038507215463354227,0.0011955259092934212,0.0,0.0,-0.03732069470710103,-0.013156846227908664,0.011693548387096797,0.0
236,0.48600928853116987,0.16209263727407738,0.7945930880713489,0.732824427480916,131,0.7022900763358778,0.6387666557588118,96,0.1122942041231625,0.06816437655118983,0.9542478662684957,0.6387666557588118,0.7022900763358778,0.38269299109816773,1.0180704966567655,0.0006724026615619882,-0.0002857110789962758,0.0,0.0,-0.020529606762965225,-0.007131452429637697,0.005852842809364489,0.01526717557251911
237,0.4543592290631229,0.14772356937778408,0.8151898734177215,0.7706422018348624,109,0.7247706422018348,0.6520537382155075,84,0.09488101718728603,0.06816437655118983,0.9542478662684957,0.6520537382155075,0.7247706422018348,0.4282134086217801,1.1055570960805519,0.0017810507168165568,0.00010264659539332976,0.0,0.0,-0.03187274464407264,-0.012286566542801275,0.009282700421941015,0.02752293577981657
238,0.47694904823528406,0.155617933676232,0.8560545308740979,0.7623762376237624,101,0.5742574257425742,0.5389320951935623,77,0.1055398324212456,0.06816437655118983,0.9542478662684957,0.5389320951935623,0.5742574257425742,0.2154121548730872,1.2588966297148245,0.0020341064047185164,0.00033896171760167126,0.0,0.0,-0.020719980432892693,-0.0057831892043222755,0.002405773857257487,-0.00990099009900991
239,0.4710718153146753,0.1543297324767471,0.8652300949598248,0.7477477477477478,111,0.6666666666666666,0.558794598835994,83,0.13520398891112606,0.06816437655118983,0.9690462970709675,0.558794598835994,0.6666666666666666,0.711270151779224,1.5216095524945374,0.0023823057427592165,0.0003896889039548823,0.0,0.0,-0.01755312470251358,-0.004438788716674302,-0.0007304601899195129,-0.027027027027026973
240,0.4864978861949595,0.16179385381180703,0.8378378378378378,0.7327586206896551,116,0.6379310344827587,0.5655747675384204,85,0.12925241502754042,0.06816437655118983,0.9542478662684957,0.5655747675384204,0.6379310344827587,0.431484006303693,1.1909305424042484,0.0011161297107901147,-0.00015942575783853274,0.0,0.0,-0.015044474803323271,-0.0032215377185203786,-0.003217503217503248,-0.008620689655172487
241,0.47299270582269354,0.15192843388042468,0.8583877995642701,0.8020833333333334,96,0.53125,0.5705603846204167,77,0.11554315034321859,0.06816437655118983,0.9328529855673348,0.5705603846204167,0.53125,-0.3282961188738648,1.2471366459737125,0.0021391360550385707,0.0006310822078884892,0.0,0.0,-0.03313114591422689,-0.012660701321638712,0.02178649237472774,0.02083333333333337
242,0.46432714272771,0.1504522528862726,0.864957264957265,0.7777777777777778,99,0.6060606060606061,0.555355396113639,77,0.10171908248893974,0.06816437655118983,0.9690462970709675,0.555355396113639,0.6060606060606061,0.3081346924223997,1.3452601735740966,0.002574663554352985,0.0005731770253954993,0.0,0.0,-0.02524154609972462,-0.007853424819863786,0.011965811965812034,-0.010101010101010055
243,0.45975624922522257,0.14717513763686088,0.8699186991869919,0.7951807228915663,83,0.4939759036144578,0.4996513710644742,66,0.06809639898123329,0.11618154536081363,0.9690462970709675,0.4996513710644742,0.4939759036144578,0.0007972229731834316,1.3163011338685153,0.0030371223489501498,0.0008485596322910793,0.0,0.0,-0.02946695887486539,-0.008783198633850187,0.006387921022067311,-0.012048192771084376
244,0.4394467447763968,0.13799553208045365,0.9007936507936507,0.8260869565217391,92,0.6086956521739131,0.5385603451501513,76,0.15550554273672368,0.12958208255420636,0.9690462970709675,0.5385603451501513,0.6086956521739131,0.5707691596196476,1.8624287074151784,0.004378694643241088,0.0014905629761723382,0.0,0.0,-0.037484403691185386,-0.013448223519185482,0.010416666666666519,-0.010869565217391353
245,0.42300093216441004,0.13080291710045247,0.9146341463414634,0.8172043010752689,93,0.5591397849462365,0.5079088148347887,76,0.12292599047350972,0.11618154536081363,0.9690462970709675,0.5079088148347887,0.5591397849462365,0.5381386002109275,1.8983010564019043,0.005114047020790824,0.0015305636277319623,0.0,0.0,-0.03607709972195444,-0.011826618943508227,0.0037523452157598447,-0.010752688172043001
246,0.501617063797655,0.16516339922423065,0.8389285714285715,0.7452830188679245,106,0.4716981132075472,0.4821973345522153,79,0.10800206468412075,0.11618154536081363,0.9690462970709675,0.4821973345522153,0.4716981132075472,-0.04139854080329535,1.1196742065062093,0.0011524362358836804,0.00033314667649983476,0.0,0.0,-0.022020265921753546,-0.006251748978171323,0.00642857142857145,-0.028301886792452935
247,0.515351204259341,0.170005481020549,0.8333333333333334,0.7468354430379747,79,0.5063291139240507,0.5021828224361967,59,0.12303045811268548,0.11618154536081363,0.9542478662684957,0.5021828224361967,0.5063291139240507,0.0400878460469233,1.2933060762143855,0.002212192608873065,0.0006832623875345778,0.0,0.0,-0.005668598649907652,0.0005119448080445343,-0.014102564102564052,-0.05063291139240511
248,0.48030488761552664,0.15313405051364856,0.8517857142857143,0.8018867924528302,106,0.5283018867924528,0.5314048510759033,85,0.12468463931986193,0.06816437655118983,0.9542478662684957,0.5314048510759033,0.5283018867924528,-0.05817453951265846,1.3477027890468891,0.003064811335022788,0.0011212650386694945,0.0,0.0,-0.02950644111424211,-0.011625419228320388,0.014642857142857069,-0.009433962264150941
249,0.47358711465953,0.15556061925475168,0.8447238928376162,0.7555555555555555,90,0.6555555555555556,0.580295802524927,68,0.10261358621700184,0.06816437655118983,0.9542478662684957,0.580295802524927,0.6555555555555556,0.43378071618693403,1.2970018456905037,0.0021588302489516376,0.000253670573418574,0.0,0.0,-0.020030110986479,-0.005759410650898522,-0.0027337342810278553,0.0
250,0.515451155223434,0.16992769971038238,0.8255813953488373,0.7586206896551724,87,0.5057471264367817,0.5023459104329783,66,0.10478166806849233,0.11618154536081363,0.9690462970709675,0.5023459104329783,0.5057471264367817,0.03264141092941768,1.154705207024717,0.0011865667674404445,0.0005247283180940254,0.0,0.0,-0.020935832777366103,-0.006993946723725081,0.006342494714587921,-0.034482758620689724
251,0.4784669251829292,0.1574235275831616,0.8398914518317504,0.76,100,0.67,0.5950076065176745,76,0.11246047861517967,0.06816437655118983,0.9690462970709675,0.5950076065176745,0.67,0.4375538113202671,1.174270119210016,0.0013026407609297852,0.00016621673808989157,0.0,0.0,-0.027766321932053528,-0.01004511967442806,0.020352781546811527,0.0
252,0.43279565621227484,0.13522142837254358,0.8919230769230769,0.819047619047619,105,0.6190476190476191,0.5643707178588703,86,0.13001369345122757,0.06816437655118983,0.9690462970709675,0.5643707178588703,0.6190476190476191,0.32801601251262297,1.6156446071116635,0.004426534794764958,0.0013254020618080897,0.0,0.0,-0.03476638648439534,-0.012503290837752201,0.013461538461538414,0.0
