component,feature,standardized_coefficient,training_mean,training_scale,raw_unit_coefficient
direct_logistic,elo_diff,0.7320943728053962,0.16685920352598477,0.3390078610479993,2.1595203442841133
direct_logistic,bt_logit,0.15601597382186272,0.25373418704799144,0.5323095844808791,0.29309255059537054
direct_logistic,trend_diff,0.06168440358453506,-0.026387827320736235,3.563245223639699,0.017311299030249493
direct_logistic,(intercept),0.23848778829614511,,,
